26 1001
Gros Valerie
CNRS LSCE, Orme des Merisiers, Bat 701, 91 191 Gif sur Yvette, France, valerie.gros@lsce.ipsl.fr
"Ozone instrument; carbon monoxide instrument; Nitrogen oxides instrument; LHVP station"
MEGAPOLI winter campaign
1 1
2010 01 01 2010 10 27
5 min
Time (hours since 2010-01-01 00:00:00 +1:00 )
4
1. 1. 1. 1.
9999 9999 9999 9999
ozone O3  (ppbv)
CO (ppbv)
NO (ppbv)
NOx (ppbv)
9
Ozone was measured with a Thermo-Environnment 49C instrument
Carbon monoxide was measured with a Thermo-Environment 48i-TL instrument
Nitrogen monoxide and nitrogen oxides were measured with a Environment SA AC31M  instrument from LHVP
Please contact me for more details on the instruments
 -------------------------------------------------------------------------------------------
These data were generated or collected within the framework of  FP7/ MEGAPOLI and of the national ANR MEGAPOLI-PARIS 
The user agrees with the MEGAPOLI DATA EXCHANGE PROTOCOL
 -------------------------------------------------------------------------------------------
Time (UTC)	O3 (ppb)	CO (ppb)	NO (ppb)	NOx (ppb)
23,552	6,0	395,9	23,1	49,3
23,556	5,4	399,6	22,6	48,4
23,559	4,8	426,6	23,4	50,9
23,563	4,3	466,6	31,5	60,1
23,566	5,2	474,0	32,1	61,8
23,569	5,5	452,7	29,5	58,7
23,573	5,1	426,4	24,9	52,6
23,576	4,8	412,3	24,4	52,8
23,580	4,3	427,4	26,6	54,6
23,583	4,4	427,3	28,0	57,2
23,587	5,9	433,4	25,8	55,2
23,590	6,2	431,9	22,6	50,7
23,594	6,6	431,9	19,4	46,4
23,597	6,0	433,4	18,6	46,4
23,601	5,2	426,8	18,7	46,6
23,604	4,3	437,3	19,1	48,1
23,608	4,2	450,2	20,6	51,1
23,611	4,9	437,7	20,2	50,0
23,615	4,5	433,8	19,6	48,7
23,618	4,2	444,7	19,6	49,0
23,622	5,1	443,2	19,2	48,5
23,625	5,5	425,2	16,9	46,0
23,628	5,6	9999	14,9	43,8
23,632	5,2	9999	13,4	42,2
23,635	5,0	9999	13,6	42,1
23,639	5,1	9999	12,8	40,8
23,642	3,8	420,1	13,1	42,6
23,646	3,8	430,1	16,6	47,6
23,649	3,7	426,0	18,6	50,1
23,653	4,5	402,7	14,4	44,2
23,656	3,8	414,9	14,4	45,1
23,660	3,6	400,2	15,6	46,1
23,663	3,2	380,1	14,9	45,2
23,667	2,7	402,5	15,2	46,3
23,670	2,8	423,6	15,3	46,5
23,674	3,1	420,1	15,3	46,2
23,677	3,4	418,4	14,0	44,5
23,681	4,2	409,0	13,7	43,4
23,684	4,5	389,8	11,0	40,9
23,688	4,1	388,3	9,2	37,6
23,691	3,5	381,2	8,2	36,7
23,694	3,2	383,4	7,7	37,2
23,698	2,7	399,4	9,8	38,8
23,701	2,3	403,1	10,5	41,7
23,705	2,1	422,2	12,8	44,7
23,708	2,1	442,8	20,7	54,3
23,712	2,0	464,5	23,1	57,5
23,715	2,1	449,2	20,2	54,0
23,719	2,4	412,7	14,7	47,1
23,722	2,6	406,5	13,3	46,1
23,726	2,6	398,4	10,6	41,5
23,729	2,4	402,7	9,6	40,1
23,733	2,9	378,1	7,9	38,4
23,736	2,4	384,6	8,3	37,9
23,740	2,1	418,0	8,5	39,3
23,743	2,2	425,8	10,5	41,1
23,747	2,3	423,8	14,0	45,3
23,750	2,3	426,2	15,5	46,3
23,753	2,2	431,7	14,9	45,9
23,757	2,3	457,2	15,2	46,2
23,760	2,2	427,9	14,1	43,7
23,764	2,3	431,4	14,0	44,6
23,767	2,4	426,5	12,7	42,7
23,771	2,4	422,8	13,0	42,3
23,774	2,1	418,3	11,1	41,5
23,778	2,3	419,3	10,6	40,3
23,781	2,1	422,3	10,9	39,5
23,785	2,2	424,0	11,3	39,7
23,788	2,3	438,7	12,0	41,0
23,792	2,5	404,3	10,8	39,5
23,795	2,2	9999	11,9	40,3
23,799	2,2	9999	13,5	42,7
23,802	2,2	9999	13,2	42,2
23,806	2,2	9999	12,3	40,9
23,809	2,1	403,7	11,7	40,4
23,813	2,4	433,2	12,0	40,2
23,816	2,4	528,5	13,5	41,1
23,819	2,2	451,0	14,2	42,9
23,823	2,5	458,8	15,0	43,3
23,826	2,5	456,6	15,5	44,5
23,830	2,2	448,8	15,6	44,5
23,833	2,5	445,3	14,4	42,9
23,837	2,3	422,3	12,7	40,6
23,840	2,1	411,5	11,8	39,2
23,844	2,0	421,1	11,6	38,7
23,847	2,3	419,9	10,9	38,9
23,851	2,3	428,3	11,2	38,8
23,854	2,1	424,0	13,0	41,3
23,858	2,0	432,4	15,4	43,0
23,861	2,4	441,8	15,6	43,4
23,865	2,4	469,5	14,5	42,7
23,868	2,4	489,5	16,1	44,4
23,872	2,7	508,0	17,8	46,9
23,875	2,7	507,6	19,9	48,9
23,878	3,2	536,3	24,5	53,4
23,882	3,2	529,9	25,1	54,9
23,885	3,0	522,4	23,7	52,8
23,889	2,8	511,5	20,8	49,9
23,892	2,8	484,3	18,8	46,4
23,896	2,6	459,2	15,9	43,5
23,899	2,1	434,8	13,5	40,0
23,903	2,1	424,6	10,1	36,7
23,906	2,2	425,4	8,5	35,5
23,910	2,5	430,9	8,7	35,2
23,913	2,3	424,8	8,0	34,7
23,917	2,3	433,2	8,6	35,2
23,920	2,2	412,7	8,1	34,6
23,924	3,0	436,7	8,8	35,1
23,927	2,2	438,3	9,8	36,1
23,931	2,5	446,3	10,2	36,1
23,934	2,9	465,1	10,7	37,6
23,938	2,9	477,0	11,8	38,0
23,941	2,8	487,3	12,2	39,0
23,944	2,8	483,0	12,9	39,1
23,948	2,7	477,9	12,1	39,0
23,951	2,5	474,0	12,5	38,8
23,955	2,7	473,3	12,7	38,6
23,958	2,7	467,6	12,0	38,7
23,962	2,8	9999	12,4	38,2
23,965	2,6	9999	13,0	39,2
23,969	2,7	9999	14,0	40,3
23,972	2,7	436,4	14,6	40,6
23,976	2,6	424,2	14,0	40,0
23,979	2,7	426,0	13,0	38,7
23,983	2,5	437,3	12,4	38,5
23,986	2,4	430,5	12,8	38,8
23,990	2,6	407,6	12,1	37,1
23,993	2,3	424,4	11,8	36,3
23,997	2,4	417,9	11,3	35,8
24,000	2,4	416,8	11,9	36,5
24,003	2,3	417,8	12,4	37,1
24,007	2,0	393,7	12,6	36,7
24,010	2,3	383,6	11,1	36,0
24,014	1,9	389,1	10,1	35,0
24,017	2,3	387,9	10,0	34,6
24,021	2,3	386,9	9,1	33,0
24,024	1,9	392,0	8,5	32,8
24,028	1,9	387,7	8,4	32,4
24,031	2,1	390,1	7,8	32,0
24,035	1,8	392,2	8,0	32,0
24,038	1,9	406,4	8,5	32,5
24,042	1,8	411,1	9,5	34,2
24,045	1,9	411,7	10,1	34,6
24,049	1,9	413,3	10,8	35,5
24,052	2,1	410,4	11,1	36,2
24,056	1,9	416,4	11,4	35,9
24,059	2,1	412,3	11,9	37,2
24,063	2,0	406,2	10,9	36,2
24,066	2,0	409,2	11,5	35,7
24,069	2,0	418,0	12,2	36,7
24,073	2,1	413,7	12,6	37,6
24,076	2,0	417,0	12,5	38,3
24,080	2,2	416,2	13,3	37,9
24,083	2,1	421,5	13,7	38,6
24,087	2,2	437,7	13,5	39,0
24,090	2,0	453,6	14,6	40,2
24,094	2,3	448,8	15,5	40,3
24,097	2,1	453,5	14,9	40,5
24,101	2,1	446,1	16,0	40,6
24,104	2,0	457,3	16,1	40,7
24,108	2,2	465,8	16,0	41,1
24,111	2,1	462,9	16,3	41,6
24,115	2,2	456,0	15,0	40,9
24,118	2,2	458,4	14,6	40,1
24,122	2,2	456,5	14,8	40,0
24,125	2,2	456,1	15,4	41,6
24,128	2,2	9999	15,7	40,6
24,132	2,2	9999	15,7	39,7
24,135	2,1	9999	14,8	39,4
24,139	1,9	9999	14,1	38,6
24,142	2,0	408,4	13,3	37,7
24,146	2,0	417,2	12,6	36,9
24,149	1,7	416,4	13,6	37,5
24,153	2,0	424,8	13,8	37,4
24,156	1,9	422,6	13,2	37,0
24,160	1,9	424,6	13,1	37,4
24,163	2,0	427,5	13,2	37,0
24,167	2,0	435,1	13,4	36,7
24,170	2,1	435,8	13,4	37,0
24,174	2,3	447,1	13,6	37,2
24,177	2,1	446,5	15,2	38,6
24,181	2,2	437,7	15,6	38,9
24,184	2,1	438,9	14,9	38,2
24,188	2,1	434,8	14,6	38,6
24,191	2,2	426,4	14,9	39,3
24,194	1,8	423,6	16,8	40,3
24,198	2,1	420,1	17,0	41,2
24,201	2,1	421,3	17,0	41,7
24,205	2,1	426,6	17,2	40,9
24,208	2,0	438,3	18,0	42,0
24,212	2,2	448,7	19,2	43,9
24,215	2,2	470,9	21,1	45,8
24,219	2,3	474,4	21,6	46,9
24,222	2,1	473,2	23,5	48,4
24,226	2,1	465,8	24,6	49,8
24,229	2,1	459,9	25,2	50,4
24,233	2,1	476,6	25,6	50,8
24,236	2,2	500,6	26,9	51,8
24,240	2,4	528,3	28,0	54,2
24,243	2,3	557,6	29,2	55,3
24,247	2,2	537,1	29,0	54,9
24,250	2,5	533,2	30,7	55,9
24,253	2,4	516,8	33,2	59,5
24,257	2,3	519,1	34,8	61,6
24,260	2,2	507,8	35,7	63,5
24,264	2,3	503,7	35,9	63,4
24,267	2,5	502,1	34,4	62,4
24,271	2,5	504,7	33,4	61,5
24,274	2,4	519,7	31,7	60,2
24,278	2,5	522,6	32,0	59,3
24,281	2,5	553,1	32,8	59,7
24,285	2,5	542,6	33,9	61,5
24,288	2,5	552,1	35,0	61,9
24,292	2,3	561,7	36,8	63,4
24,295	2,3	9999	37,9	64,7
24,299	2,4	9999	40,2	66,7
24,302	2,5	9999	42,5	70,4
24,306	2,6	9999	44,2	71,3
24,309	2,5	540,8	44,8	72,1
24,313	2,8	544,1	45,0	72,6
24,316	2,5	552,3	45,3	73,2
24,319	2,6	576,8	51,7	80,4
24,323	2,5	592,4	54,5	82,7
24,326	2,7	594,7	55,1	84,0
24,330	2,6	624,0	57,0	85,9
24,333	2,9	617,4	58,8	88,4
24,337	2,9	630,1	65,8	95,1
24,340	2,7	636,9	66,0	97,0
24,344	2,6	633,0	64,6	94,6
24,347	2,6	632,2	62,9	93,0
24,351	2,6	649,6	63,1	93,3
24,354	2,9	651,9	64,3	93,8
24,358	2,7	637,1	63,7	93,8
24,361	2,9	634,8	62,9	93,1
24,365	2,4	644,1	62,7	92,3
24,368	2,7	637,5	63,3	92,5
24,372	2,8	634,8	64,6	93,6
24,375	3,0	647,1	64,0	93,9
24,378	2,9	639,6	64,1	94,5
24,382	2,8	643,8	63,4	94,7
24,385	2,9	650,6	63,9	94,6
24,389	2,8	652,3	64,0	95,2
24,392	2,8	640,2	63,4	94,7
24,396	3,2	651,7	63,1	94,5
24,399	2,9	645,3	62,9	94,4
24,403	2,7	666,6	64,2	95,0
24,406	2,8	659,0	64,6	95,8
24,410	2,9	672,4	66,8	99,1
24,413	2,7	684,6	68,2	100,9
24,417	2,7	667,2	68,4	100,6
24,420	2,9	668,4	67,4	100,5
24,424	2,5	639,1	56,1	89,7
24,427	2,8	613,1	51,1	85,7
24,431	2,6	604,1	44,8	78,3
24,434	2,5	596,3	43,7	76,7
24,438	2,5	560,7	42,2	74,8
24,441	2,4	556,4	39,7	72,0
24,444	2,4	575,2	38,6	69,5
24,448	2,5	579,5	38,2	69,4
24,451	2,4	582,6	38,2	69,2
24,455	2,0	551,8	37,7	67,8
24,458	2,3	545,1	36,7	66,2
24,462	2,1	9999	37,8	67,5
24,465	1,8	9999	39,4	68,7
24,469	2,0	9999	38,5	67,5
24,472	2,0	9999	36,2	64,3
24,476	2,1	527,3	36,3	63,7
24,479	1,8	529,7	36,7	64,2
24,483	1,9	506,8	36,2	63,6
24,486	2,0	528,9	36,9	64,2
24,490	2,0	527,1	36,6	65,1
24,493	1,9	503,3	37,2	64,6
24,497	2,0	512,3	37,0	64,0
24,500	1,9	536,5	39,4	66,6
24,503	1,8	516,6	39,9	67,4
24,507	1,8	511,5	39,8	66,5
24,510	1,9	533,2	40,0	66,5
24,514	2,1	498,6	38,6	65,8
24,517	2,0	492,0	38,0	64,4
24,521	2,0	505,8	38,1	63,5
24,524	2,2	501,2	35,8	61,9
24,528	2,2	526,5	35,2	61,3
24,531	2,1	511,1	33,6	60,1
24,535	2,6	491,2	31,2	57,4
24,538	2,5	453,1	29,9	54,9
24,542	2,8	443,9	27,6	52,5
24,545	2,9	445,4	26,9	52,1
24,549	3,1	431,9	24,9	50,5
24,552	3,3	419,1	23,4	47,2
24,556	3,5	403,9	20,8	45,8
24,559	3,4	407,4	20,9	45,2
24,563	3,0	417,4	21,8	46,3
24,566	2,6	429,5	23,2	48,4
24,569	3,3	428,3	22,9	48,8
24,573	4,1	391,8	20,8	45,8
24,576	4,3	379,1	17,9	42,4
24,580	3,6	395,5	17,0	42,0
24,583	3,5	408,0	18,2	43,6
24,587	4,0	423,4	18,8	45,0
24,590	4,8	375,6	16,4	40,9
24,594	4,7	385,7	16,0	40,8
24,597	6,4	362,3	14,5	39,2
24,601	5,9	364,8	13,2	36,8
24,604	6,4	361,3	12,0	36,0
24,608	5,9	371,3	11,5	36,1
24,611	5,1	415,8	11,2	36,0
24,615	6,0	392,2	11,9	37,0
24,618	7,1	365,6	11,3	35,8
24,622	6,3	364,0	11,0	34,8
24,625	5,2	384,7	11,9	36,6
24,628	6,9	9999	11,5	36,2
24,632	6,7	9999	10,3	34,7
24,635	7,7	9999	9,8	33,3
24,639	7,5	9999	7,9	31,3
24,642	6,3	317,7	7,5	31,6
24,646	7,2	302,1	7,9	32,1
24,649	6,9	298,6	7,3	32,0
24,653	7,5	298,3	7,1	31,8
24,656	8,1	294,2	7,4	31,0
24,660	7,6	287,3	6,6	30,1
24,663	6,6	301,0	6,0	30,4
24,667	8,7	296,5	7,1	31,3
24,670	9,7	274,0	6,2	29,9
24,674	11,7	270,5	6,0	28,0
24,677	11,8	263,5	4,7	24,8
24,681	9,3	284,0	4,8	26,9
24,684	8,2	289,6	10,0	32,8
24,688	9,4	288,8	11,5	35,5
24,691	11,0	275,4	7,1	30,3
24,694	9,3	276,0	5,7	28,5
24,698	6,8	289,4	5,4	30,0
24,701	6,3	311,9	7,4	35,0
24,705	8,6	307,0	7,3	35,2
24,708	7,2	297,9	6,0	31,9
24,712	4,7	325,8	6,7	34,9
24,715	5,3	339,1	8,7	38,0
24,719	5,1	331,8	8,3	38,1
24,722	4,9	346,9	7,9	37,5
24,726	4,9	348,4	8,2	38,1
24,729	6,6	320,5	7,6	35,9
24,733	6,1	323,0	6,7	34,7
24,736	6,4	325,8	7,0	34,4
24,740	5,3	330,7	8,2	36,7
24,743	6,4	337,1	8,5	38,3
24,747	6,9	323,8	7,2	36,2
24,750	7,3	318,8	7,3	36,1
24,753	9,1	314,3	6,4	33,4
24,757	7,7	315,0	5,1	31,0
24,760	5,3	340,8	6,9	35,0
24,764	4,6	357,6	9,5	39,8
24,767	8,0	316,4	8,2	36,9
24,771	8,4	309,0	6,9	34,6
24,774	6,0	322,6	6,6	34,9
24,778	7,8	311,3	7,4	35,3
24,781	7,6	313,1	7,2	34,0
24,785	8,4	322,7	6,4	32,1
24,788	8,1	313,9	6,2	32,1
24,792	8,1	303,5	5,8	31,1
24,795	6,0	9999	6,3	31,8
24,799	4,6	9999	6,7	34,8
24,802	4,7	9999	8,5	38,8
24,806	6,3	9999	8,5	37,5
24,809	5,9	322,4	7,0	37,0
24,813	7,0	332,2	6,7	36,4
24,816	8,7	317,0	6,7	34,5
24,819	9,3	309,9	5,9	32,8
24,823	10,2	301,4	4,9	31,3
24,826	10,1	296,7	4,3	30,5
24,830	8,3	314,3	4,2	30,7
24,833	8,5	322,3	4,2	30,8
24,837	8,4	318,0	4,2	31,5
24,840	11,1	295,7	4,0	30,8
24,844	11,3	285,8	3,3	28,9
24,847	11,8	297,8	3,3	28,3
24,851	11,1	292,8	2,9	28,2
24,854	9,8	304,9	2,6	28,8
24,858	11,0	303,7	2,7	29,1
24,861	11,5	294,3	3,1	28,1
24,865	11,2	299,2	2,8	28,0
24,868	11,8	298,4	2,4	27,1
24,872	11,8	306,7	3,2	27,3
24,875	12,2	301,1	2,5	27,3
24,878	12,8	293,2	2,4	26,7
24,882	13,8	297,7	2,6	26,7
24,885	12,7	317,0	2,5	26,9
24,889	14,3	321,5	2,5	26,3
24,892	12,9	295,1	2,6	26,2
24,896	12,5	300,2	2,5	26,2
24,899	12,7	291,4	1,9	26,0
24,903	12,6	291,8	2,7	25,4
24,906	11,2	306,7	2,7	26,5
24,910	12,0	294,7	2,0	27,2
24,913	14,2	277,3	2,3	26,4
24,917	13,3	286,7	2,0	25,4
24,920	12,9	293,0	2,0	25,9
24,924	13,4	285,5	1,7	25,6
24,927	12,5	300,0	2,2	26,6
24,931	17,2	272,7	2,0	25,6
24,934	15,8	268,2	2,2	23,2
24,938	13,4	281,8	2,4	24,5
24,941	13,2	280,7	2,2	25,4
24,944	14,1	286,5	2,4	25,7
24,948	12,4	297,1	2,5	26,5
24,951	10,4	311,1	2,4	27,1
24,955	9,7	314,6	1,9	29,1
24,958	9,8	319,9	2,3	29,9
24,962	10,0	9999	2,2	30,6
24,965	10,8	9999	2,1	30,0
24,969	11,3	9999	2,5	29,2
24,972	11,3	9999	2,4	28,6
24,976	13,5	271,1	2,3	26,6
24,979	13,1	260,9	1,5	25,2
24,983	13,6	262,7	1,9	24,4
24,986	17,3	250,6	1,5	22,5
24,990	16,4	250,8	1,3	21,8
24,993	17,2	253,1	1,2	21,0
24,997	17,6	245,9	1,6	20,9
25,000	17,9	244,9	2,3	19,8
25,003	17,2	248,5	1,3	19,8
25,007	17,2	263,3	2,2	19,6
25,010	17,4	255,9	2,0	19,4
25,014	16,1	262,3	1,3	20,3
25,017	16,8	261,7	1,5	21,0
25,021	15,7	268,7	1,5	20,7
25,024	16,1	287,1	1,1	21,5
25,028	16,3	290,0	1,3	21,5
25,031	15,3	285,3	1,5	21,5
25,035	14,8	290,2	0,9	21,8
25,038	16,7	279,5	0,8	21,8
25,042	17,3	268,4	1,5	20,5
25,045	16,4	272,0	1,2	20,2
25,049	16,3	268,9	1,5	20,1
25,052	15,5	276,9	1,2	20,5
25,056	14,5	277,2	1,3	21,0
25,059	14,2	275,0	1,5	21,8
25,063	14,0	271,9	1,5	22,7
25,066	14,5	267,6	1,4	23,0
25,069	13,6	271,9	1,5	22,9
25,073	13,5	271,1	1,2	22,9
25,076	12,7	268,6	1,8	23,6
25,080	12,8	273,4	1,5	24,3
25,083	12,6	266,4	1,6	24,6
25,087	13,5	272,6	1,5	24,4
25,090	13,6	276,6	1,5	24,6
25,094	12,6	275,8	1,5	25,2
25,097	12,4	272,3	1,7	24,7
25,101	12,5	270,3	1,5	24,7
25,104	12,4	269,7	1,5	24,8
25,108	13,2	267,9	1,2	24,8
25,111	13,7	256,3	0,9	24,0
25,115	14,5	254,3	1,8	23,9
25,118	15,0	253,3	1,9	23,9
25,122	14,8	249,4	1,9	23,8
25,125	15,6	254,5	1,7	23,3
25,128	16,6	9999	2,2	22,6
25,132	16,8	9999	1,2	21,6
25,135	16,3	9999	1,8	21,3
25,139	17,8	220,8	1,7	20,0
25,142	18,3	225,6	0,9	19,0
25,146	17,9	236,0	1,2	18,7
25,149	20,4	229,5	1,4	18,6
25,153	21,4	208,6	1,5	17,4
25,156	19,8	213,1	1,7	17,0
25,160	19,2	215,0	1,3	17,1
25,163	20,1	213,9	1,6	16,8
25,167	20,6	202,4	1,7	16,7
25,170	20,7	195,3	0,8	16,0
25,174	17,3	208,8	0,7	16,4
25,177	12,8	226,8	1,2	20,3
25,181	10,9	238,7	1,7	23,7
25,184	10,4	244,1	2,0	25,9
25,188	10,0	243,1	1,3	27,3
25,191	8,7	251,2	2,8	29,0
25,194	8,7	252,6	2,2	29,5
25,198	8,4	248,4	2,3	29,7
25,201	8,2	249,4	2,4	30,5
25,205	16,4	232,1	2,5	27,5
25,208	17,3	218,2	2,0	23,4
25,212	16,3	228,1	2,2	22,4
25,215	14,9	230,1	2,1	22,8
25,219	15,3	231,8	2,3	22,4
25,222	13,5	234,0	2,6	22,9
25,226	13,3	240,4	2,5	23,7
25,229	11,7	252,2	2,4	25,1
25,233	11,9	245,1	2,6	26,7
25,236	10,8	246,5	3,5	28,9
25,240	10,7	239,8	3,4	29,3
25,243	8,1	248,6	2,9	30,2
25,247	7,5	256,5	3,8	31,5
25,250	5,2	266,4	4,3	35,1
25,253	5,1	283,6	5,5	37,3
25,257	5,0	267,6	5,2	37,9
25,260	3,6	283,8	6,5	39,8
25,264	2,8	310,6	8,5	44,9
25,267	2,7	309,2	9,8	47,7
25,271	2,9	305,7	10,7	48,5
25,274	2,7	292,2	12,0	50,5
25,278	2,5	294,7	11,6	50,2
25,281	1,8	327,9	14,6	54,1
25,285	1,5	343,2	18,0	58,3
25,288	1,7	328,9	20,0	61,0
25,292	1,3	336,3	22,1	63,8
25,295	1,6	9999	24,8	66,4
25,299	1,1	9999	22,8	64,9
25,302	1,5	9999	22,7	65,2
25,306	1,3	9999	22,5	65,2
25,309	1,5	342,0	26,1	69,6
25,313	1,5	359,2	26,3	69,6
25,316	1,7	377,5	28,5	71,8
25,319	1,9	373,4	26,2	68,7
25,323	1,9	397,3	36,3	80,2
25,326	2,1	402,4	37,6	81,8
25,330	3,0	416,2	30,6	73,5
25,333	3,4	349,0	22,2	63,3
25,337	4,3	396,9	37,7	80,8
25,340	3,9	436,9	47,6	93,8
25,344	3,6	450,0	53,8	100,6
25,347	2,8	450,8	52,4	99,5
25,351	3,0	495,5	63,2	110,6
25,354	2,9	458,4	54,1	100,2
25,358	3,0	432,8	44,0	88,3
25,361	2,8	459,6	45,0	89,4
25,365	2,9	463,1	45,9	90,4
25,368	3,4	450,6	41,1	85,0
25,372	3,0	461,9	39,8	83,7
25,375	3,5	437,9	36,4	79,6
25,378	3,4	428,7	37,5	80,4
25,382	4,0	424,2	36,4	78,2
25,385	4,7	431,0	35,0	76,9
25,389	4,9	409,0	31,9	71,7
25,392	4,4	414,8	32,4	72,8
25,396	4,1	428,3	33,8	74,4
25,399	4,9	419,1	32,5	73,0
25,403	5,0	407,2	32,9	73,5
25,406	5,1	429,5	35,9	77,1
25,410	5,4	429,9	37,5	78,5
25,413	5,4	422,7	33,4	73,2
25,417	7,8	350,6	20,3	56,3
25,420	7,3	364,4	22,8	58,6
25,424	8,2	351,0	23,3	59,6
25,427	7,6	382,6	28,5	65,1
25,431	7,5	409,6	31,5	68,1
25,434	8,8	396,1	31,8	68,8
25,438	7,2	429,5	39,3	78,8
25,441	7,1	431,9	49,6	91,9
25,444	6,7	432,2	50,7	93,1
25,448	6,3	409,6	46,7	88,3
25,451	5,4	460,5	52,8	97,0
25,455	5,9	421,9	44,9	87,2
25,458	6,2	407,2	39,3	80,3
25,462	6,9	386,8	33,3	72,1
25,465	6,9	9999	32,7	70,8
25,469	7,9	9999	28,7	66,2
25,472	9,5	9999	23,1	58,5
25,476	9,6	9999	23,7	58,4
25,479	11,8	9999	23,4	56,6
25,483	11,3	9999	22,7	54,4
25,486	11,4	9999	22,4	54,7
25,490	13,1	307,6	21,4	52,9
25,493	10,5	312,0	21,4	51,2
25,497	10,2	318,0	21,7	54,4
25,500	10,7	317,0	22,6	56,4
25,503	11,8	299,6	21,2	54,4
25,507	10,9	308,0	20,0	53,6
25,510	10,7	321,5	19,1	53,3
25,514	11,2	321,9	20,8	54,5
25,517	10,8	316,2	21,0	54,7
25,521	11,7	304,3	19,8	53,5
25,524	10,7	320,1	19,1	52,9
25,528	10,6	321,7	20,7	54,5
25,531	10,1	337,7	22,6	56,6
25,535	11,0	323,4	20,1	55,0
25,538	12,4	306,1	16,3	49,0
25,542	10,8	312,7	16,2	50,5
25,545	11,5	318,0	17,5	51,2
25,549	12,0	301,6	19,8	53,7
25,552	13,1	279,3	12,3	42,4
25,556	12,1	289,5	12,6	42,8
25,559	12,8	292,0	12,2	42,9
25,563	18,4	258,4	7,2	32,4
25,566	18,2	253,7	6,7	29,2
25,569	18,7	253,5	5,4	26,9
25,573	16,7	265,4	6,2	27,3
25,576	14,8	276,9	6,1	28,9
25,580	14,2	281,8	6,9	30,8
25,583	8,6	313,5	11,1	41,0
25,587	9,5	320,3	12,2	43,3
25,590	8,5	332,6	11,7	43,8
25,594	7,0	362,1	13,8	47,3
25,597	6,3	376,2	24,7	61,2
25,601	7,8	342,6	20,1	54,7
25,604	6,4	340,6	20,0	53,4
25,608	6,3	358,0	22,4	56,4
25,611	8,0	336,0	17,6	50,9
25,615	8,5	323,8	16,0	48,0
25,618	8,6	328,1	14,8	46,9
25,622	7,0	337,9	16,2	47,7
25,625	8,6	331,6	16,0	46,9
25,628	9,5	9999	12,7	41,6
25,632	10,1	9999	11,3	39,6
25,635	9,7	9999	10,5	38,4
25,639	9,0	9999	10,0	37,9
25,642	8,5	301,9	10,5	38,4
25,646	6,0	320,3	14,7	46,9
25,649	5,9	324,6	18,6	53,3
25,653	7,2	321,1	15,6	48,7
25,656	5,3	342,8	15,2	49,1
25,660	4,5	352,9	17,8	53,7
25,663	3,5	377,1	22,9	59,9
25,667	3,0	384,9	26,4	65,0
25,670	3,7	341,0	19,5	56,3
25,674	3,1	339,3	24,4	60,7
25,677	2,4	357,6	29,5	66,6
25,681	2,3	372,8	33,1	71,6
25,684	2,3	396,7	33,8	73,1
25,688	3,3	367,8	23,1	61,1
25,691	3,5	333,4	17,1	53,5
25,694	3,8	320,9	11,8	47,1
25,698	3,0	345,3	12,4	48,9
25,701	2,9	328,5	12,5	49,1
25,705	1,7	362,1	13,2	50,7
25,708	2,0	360,6	15,1	53,0
25,712	2,1	368,3	19,0	58,3
25,715	2,1	344,2	16,1	52,3
25,719	2,3	341,2	16,6	53,6
25,722	1,7	392,0	22,6	60,7
25,726	2,0	410,9	27,0	65,2
25,729	2,3	441,2	34,7	73,4
25,733	2,5	414,1	29,5	68,3
25,736	1,9	353,7	23,3	61,9
25,740	3,5	358,4	19,8	57,1
25,743	5,5	325,4	11,3	46,6
25,747	6,2	338,7	9,1	44,5
25,750	8,9	312,2	6,2	38,4
25,753	8,4	310,7	5,9	36,9
25,757	7,4	303,2	4,9	35,7
25,760	6,9	310,9	5,5	36,6
25,764	5,4	295,5	6,8	39,8
25,767	3,5	315,1	16,4	54,8
25,771	2,6	344,0	15,0	53,9
25,774	2,5	377,5	14,8	53,8
25,778	3,1	349,8	13,6	51,1
25,781	4,4	319,7	10,0	45,4
25,785	3,5	319,9	8,9	42,6
25,788	3,2	345,5	11,6	45,2
25,792	4,0	325,2	9,6	42,1
25,795	2,5	9999	9,5	41,9
25,799	2,0	9999	10,6	43,5
25,802	1,3	9999	11,7	44,5
25,806	1,7	9999	15,2	47,1
25,809	1,4	389,4	17,8	49,1
25,813	1,2	403,5	21,9	52,4
25,816	1,2	446,6	32,4	63,4
25,819	1,0	465,1	34,6	65,3
25,823	1,6	463,7	35,5	66,0
25,826	1,2	472,3	38,6	68,2
25,830	1,1	473,1	39,8	68,3
25,833	1,7	482,4	40,1	69,6
25,837	1,7	511,5	43,9	72,8
25,840	1,8	522,3	45,7	75,0
25,844	1,7	531,8	52,6	80,9
25,847	1,8	519,9	53,8	82,4
25,851	1,3	483,2	45,3	73,6
25,854	1,6	479,3	42,4	70,8
25,858	1,5	483,8	40,7	69,0
25,861	1,9	492,6	41,9	70,0
25,865	1,7	499,0	43,1	71,5
25,868	1,5	493,3	42,6	71,4
25,872	1,5	493,0	42,4	70,9
25,875	1,6	497,7	43,5	71,4
25,878	1,7	499,6	43,9	72,2
25,882	1,5	494,8	44,4	72,9
25,885	1,9	502,0	43,8	72,8
25,889	1,8	496,3	41,9	70,6
25,892	1,3	481,4	36,7	65,1
25,896	1,2	468,0	33,2	61,2
